id,category,status,method,question,correctAnswer,source,quarantined,note
q142265,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Vilket år lanserades Twitter, numera X?",2006,,False,
q142266,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142267,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142268,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142269,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142270,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142271,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142272,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142273,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142274,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142275,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142276,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år lanserades den första iPod-modellen?,2001,,False,
q142277,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPod-modellen?,2001,,False,
q142278,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år lanserades Nintendo Wii?,2006,,False,
q142279,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Nintendo Wii?,2006,,False,
q142280,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142281,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142282,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142283,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142284,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142285,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142286,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket av följande år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142287,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142288,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPhone-modellen?,2007,,False,
q142289,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år lanserades Windows 95?,1995,,False,
q142290,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år grundades Google?,1998,,False,
q142291,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades YouTube?,2005,,False,
q142292,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började eurosedlar och euromynt användas?,2002,,False,
q142293,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Sony PlayStation i Japan?,1994,,False,
q142294,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142295,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år startade Wikipedia?,2001,,False,
q142296,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första Harry Potter-boken i Storbritannien?,1997,,False,
q142297,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade filmen The Matrix premiär?,1999,,False,
q142298,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPhonen?,2007,,False,
q142299,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den ursprungliga PlayStation i Japan?,1994,,False,
q142300,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes filmen The Matrix?,1999,,False,
q142301,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes Nirvanas album Nevermind?,1991,,False,
q142302,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Jurassic Park premiär?,1993,,False,
q142303,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Friends premiär i USA?,1994,,False,
q142304,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes den första Harry Potter-boken i Storbritannien?,1997,,False,
q142305,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Twitter?,2006,,False,
q142306,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Toy Story premiär?,1995,,False,
q142307,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPhone?,2007,,False,
q142308,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPod?,2001,,False,
q142309,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Xbox i Nordamerika?,2001,,False,
q142310,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Titanic premiär?,1997,,False,
q142311,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes Michael Jacksons album Thriller?,1982,,False,
q142312,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hölls OS i Sydney?,2000,,False,
q142313,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hölls fotbolls-VM i USA?,1994,,False,
q142314,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade TV-serien Friends premiär?,1994,,False,
q142315,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade TV-serien The Simpsons premiär som egen halvtimmeserie?,1989,,False,
q142316,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Euro infördes som fysisk valuta?,Euro infördes som fysisk valuta år 2002.,,False,
q142317,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Nintendo Game Boy?,Nintendo Game Boy lanserades år 1989.,,False,
q142318,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Sony PlayStation?,Sony PlayStation lanserades först år 1994.,,False,
q142319,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Windows 95?,Windows 95 lanserades år 1995.,,False,
q142320,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Google?,Google grundades år 1998.,,False,
q142321,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Wikipedia?,Wikipedia lanserades år 2001.,,False,
q142322,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om YouTube?,YouTube grundades år 2005.,,False,
q142323,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Twitter?,Twitter lanserades år 2006.,,False,
q142324,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om iPhone?,iPhone lanserades år 2007.,,False,
q142325,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Tamagotchi?,Tamagotchi blev en stor trend under 1990-talet.,,False,
q142326,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket svar stämmer om Rubiks kub?,Rubiks kub blev en global succé under 1980-talet.,,False,
q142327,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år presenterade Apple den första iPhone?,2007,,False,
q142328,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket datum började den första iPhone säljas i USA?,29 juni 2007,,False,
q142329,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år introducerades eurokontanter?,2002,,False,
q142330,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Hur många länder deltog i eurokontanternas första lansering 2002?,12,,False,
q142331,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Windows 95?,1995,,False,
q142332,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år grundades Google?,1998,,False,
q142333,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Wikipedia?,2001,,False,
q142334,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år grundades YouTube?,2005,,False,
q142335,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Vilket år lanserades Twitter, numera X?",2006,,False,
q142336,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142337,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142338,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142339,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142340,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142341,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPod-modellen?,2001,,False,
q142342,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Nintendo Wii?,2006,,False,
q142343,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142344,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142345,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142346,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142347,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPhone-modellen?,2007,,False,
q142348,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år lanserades Windows 95?,1995,,False,
q142349,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år grundades Google?,1998,,False,
q142350,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades YouTube?,2005,,False,
q142351,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år började eurosedlar och euromynt användas?,2002,,False,
q142352,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Sony PlayStation i Japan?,1994,,False,
q142353,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Ny kunskapsfråga: Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142354,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år startade Wikipedia?,2001,,False,
q142355,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första Harry Potter-boken i Storbritannien?,1997,,False,
q142356,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade filmen The Matrix premiär?,1999,,False,
q142357,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPhonen?,2007,,False,
q142358,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den ursprungliga PlayStation i Japan?,1994,,False,
q142359,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes filmen The Matrix?,1999,,False,
q142360,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes Nirvanas album Nevermind?,1991,,False,
q142361,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Jurassic Park premiär?,1993,,False,
q142362,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Friends premiär i USA?,1994,,False,
q142363,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes den första Harry Potter-boken i Storbritannien?,1997,,False,
q142364,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Twitter?,2006,,False,
q142365,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Toy Story premiär?,1995,,False,
q142366,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPhone?,2007,,False,
q142367,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades den första iPod?,2001,,False,
q142368,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år lanserades Xbox i Nordamerika?,2001,,False,
q142369,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade Titanic premiär?,1997,,False,
q142370,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år släpptes Michael Jacksons album Thriller?,1982,,False,
q142371,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hölls OS i Sydney?,2000,,False,
q142372,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hölls fotbolls-VM i USA?,1994,,False,
q142373,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade TV-serien Friends premiär?,1994,,False,
q142374,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Vilket år hade TV-serien The Simpsons premiär som egen halvtimmeserie?,1989,,False,
q142375,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Euro infördes som fysisk valuta?,Euro infördes som fysisk valuta år 2002.,,False,
q142376,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Nintendo Game Boy?,Nintendo Game Boy lanserades år 1989.,,False,
q142377,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Sony PlayStation?,Sony PlayStation lanserades först år 1994.,,False,
q142378,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Windows 95?,Windows 95 lanserades år 1995.,,False,
q142379,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Google?,Google grundades år 1998.,,False,
q142380,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Wikipedia?,Wikipedia lanserades år 2001.,,False,
q142381,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om YouTube?,YouTube grundades år 2005.,,False,
q142382,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Twitter?,Twitter lanserades år 2006.,,False,
q142383,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om iPhone?,iPhone lanserades år 2007.,,False,
q142384,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Tamagotchi?,Tamagotchi blev en stor trend under 1990-talet.,,False,
q142385,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket svar stämmer om Rubiks kub?,Rubiks kub blev en global succé under 1980-talet.,,False,
q142386,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år presenterade Apple den första iPhone?,2007,,False,
q142387,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket datum började den första iPhone säljas i USA?,29 juni 2007,,False,
q142388,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år introducerades eurokontanter?,2002,,False,
q142389,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – hur många länder deltog i eurokontanternas första lansering 2002?,12,,False,
q142390,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades Windows 95?,1995,,False,
q142391,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år grundades Google?,1998,,False,
q142392,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades Wikipedia?,2001,,False,
q142393,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år grundades YouTube?,2005,,False,
q142394,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Kunskapsfråga – vilket år lanserades Twitter, numera X?",2006,,False,
q142395,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142396,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142397,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142398,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142399,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142400,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades den första iPod-modellen?,2001,,False,
q142401,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades Nintendo Wii?,2006,,False,
q142402,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142403,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142404,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142405,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142406,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades den första iPhone-modellen?,2007,,False,
q142407,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – ny kunskapsfråga: Vilket år lanserades Windows 95?,1995,,False,
q142408,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – ny kunskapsfråga: Vilket år grundades Google?,1998,,False,
q142409,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades YouTube?,2005,,False,
q142410,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år började eurosedlar och euromynt användas?,2002,,False,
q142411,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades Sony PlayStation i Japan?,1994,,False,
q142412,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – ny kunskapsfråga: Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142413,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år startade Wikipedia?,2001,,False,
q142414,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades den första Harry Potter-boken i Storbritannien?,1997,,False,
q142415,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år hade filmen The Matrix premiär?,1999,,False,
q142416,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Kunskapsfråga – vilket år lanserades den första iPhonen?,2007,,False,
q142417,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Euro infördes som fysisk valuta?,Euro infördes som fysisk valuta år 2002.,,False,
q142418,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Nintendo Game Boy?,Nintendo Game Boy lanserades år 1989.,,False,
q142419,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Sony PlayStation?,Sony PlayStation lanserades först år 1994.,,False,
q142420,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Windows 95?,Windows 95 lanserades år 1995.,,False,
q142421,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Google?,Google grundades år 1998.,,False,
q142422,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Wikipedia?,Wikipedia lanserades år 2001.,,False,
q142423,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om YouTube?,YouTube grundades år 2005.,,False,
q142424,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Twitter?,Twitter lanserades år 2006.,,False,
q142425,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om iPhone?,iPhone lanserades år 2007.,,False,
q142426,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Tamagotchi?,Tamagotchi blev en stor trend under 1990-talet.,,False,
q142427,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket svar stämmer om Rubiks kub?,Rubiks kub blev en global succé under 1980-talet.,,False,
q142428,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år presenterade Apple den första iPhone?,2007,,False,
q142429,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket datum började den första iPhone säljas i USA?,29 juni 2007,,False,
q142430,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år introducerades eurokontanter?,2002,,False,
q142431,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Hur många länder deltog i eurokontanternas första lansering 2002?,12,,False,
q142432,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Windows 95?,1995,,False,
q142433,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år grundades Google?,1998,,False,
q142434,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Wikipedia?,2001,,False,
q142435,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år grundades YouTube?,2005,,False,
q142436,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,"Testa dina kunskaper: Vilket år lanserades Twitter, numera X?",2006,,False,
q142437,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den ursprungliga Sony PlayStation i Japan?,1994,,False,
q142438,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Nintendo Game Boy i Japan?,1989,,False,
q142439,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket årtionde blev Tamagotchi en global trend?,1990-talet,,False,
q142440,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket årtionde fick Rubiks kub sitt stora internationella genombrott?,1980-talet,,False,
q142441,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år släpptes den första versionen av webbläsaren Mozilla Firefox under namnet Firefox 1.0?,2004,,False,
q142442,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades den första iPod-modellen?,2001,,False,
q142443,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Nintendo Wii?,2006,,False,
q142444,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades Microsoft Xbox ursprungligen i Nordamerika?,2001,,False,
q142445,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år lanserades DVD-formatet kommersiellt i Japan?,1996,,False,
q142446,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år startade Internationella rymdstationens första långvariga bemannade expedition?,2000,,False,
q142447,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket år gick euron över från nationella kontanter till eurokontanter i de första deltagarländerna?,2002,,False,
q142448,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år presenterade Apple den första iPhone?,2007,,False,
q142449,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket år presenterade Apple den första iPhone?,2007,,False,
q142450,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande datum började den första iPhone säljas i USA?,29 juni 2007,,False,
q142451,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Kan du välja rätt alternativ: vilket datum började den första iPhone säljas i USA?,29 juni 2007,,False,
q142452,80/90/00-talet,reviewed-pass,manual-semantic-review-canonical-fact,Testa dina kunskaper: Vilket av följande år introducerades eurokontanter?,2002,,False,
