id,category,kind,field,old,new,reason,source
src-3d2656f482db672ece,80/90/00-talet,corrected,question,"Vem regisserade ”Scream”, en film från 1997?","Vem regisserade ”Scream”, en film från 1996?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q27411
src-91d011f531af208fda,80/90/00-talet,corrected,question,"Vem regisserade ”Sista draget”, en film från 1993?","Vem regisserade ”Sista draget”, en film från 1992?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q26391
src-981e22ced957854fc3,80/90/00-talet,corrected,question,"Vem regisserade ”The Hills Have Eyes Part II”, en film från 1985?","Vem regisserade ”The Hills Have Eyes Part II”, en film från 1984?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q27536
src-2a844968b625770e3e,80/90/00-talet,corrected,question,"Vem regisserade ”The Broken Hearts Club: A Romantic Comedy”, en film från 2001?","Vem regisserade ”The Broken Hearts Club: A Romantic Comedy”, en film från 2000?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q29697
src-dfc3a109891e05d65c,80/90/00-talet,corrected,question,"Vem regisserade ”Brazil”, en film från 1986?","Vem regisserade ”Brazil”, en film från 1985?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q25057
src-edb9cf310c9fcfda72,80/90/00-talet,corrected,question,"Vem regisserade ”Jaded”, en film från 1998?","Vem regisserade ”Jaded”, en film från 1997?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q24618
src-f21e788719644339eb,80/90/00-talet,corrected,question,"Vem regisserade ”Jaded”, en film från 2000?","Vem regisserade ”Jaded”, en film från 1997?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q24618
src-d4cf69fd81088966c7,80/90/00-talet,corrected,question,"Vem regisserade ”De fyras gäng”, en film från 1990?","Vem regisserade ”De fyras gäng”, en film från 1989?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q25468
src-884f6d034dc424e1b3,80/90/00-talet,corrected,question,"Vem regisserade ”Ett herrans liv”, en film från 1980?","Vem regisserade ”Ett herrans liv”, en film från 1979?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q24953
src-6e3317687c4bda51d1,80/90/00-talet,corrected,question,"Vem regisserade ”American Beauty”, en film från 2000?","Vem regisserade ”American Beauty”, en film från 1999?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q25139
src-080da1e5af97dfb274,80/90/00-talet,corrected,question,"Vem regisserade ”Onegin”, en film från 2000?","Vem regisserade ”Onegin”, en film från 1999?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q50969
src-9f395551da1073c12e,80/90/00-talet,corrected,question,"Vem regisserade ”Den gyllene blommans förbannelse”, en film från 2007?","Vem regisserade ”Den gyllene blommans förbannelse”, en film från 2006?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q51737
src-ecd95ced3315eac7e0,80/90/00-talet,corrected,question,"Vem regisserade ”Satantango”, en film från 2008?","Vem regisserade ”Satantango”, en film från 1994?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q53481
src-92aa740cf080177122,80/90/00-talet,corrected,question,"Vem regisserade ”Släng dig i väggen, Fred!”, en film från 1992?","Vem regisserade ”Släng dig i väggen, Fred!”, en film från 1991?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q53703
src-2024e6ed8f6c8543bf,80/90/00-talet,corrected,question,"Vem regisserade ”Uppdrag sex”, en film från 1985?","Vem regisserade ”Uppdrag sex”, en film från 1984?",Premiäråret i frågans premiss motsade samma Wikidata-entitets premiärårsfråga.,http://www.wikidata.org/entity/Q54966
